3.979105720405390656e+01,-5.111213011687284791e+01,6.290180835098624357e+01,1.642780144331751657e+01,6.047735310603012948e+01
-4.941601642147053752e+01,3.547953696747306651e+01,5.266237666372035875e+01,8.481716804600772264e+00,-1.631697417134391870e+01
-1.788350874150549785e+01,1.159261697411477741e+02,-9.957715181945371086e+00,2.570184831313221707e+01,1.357244677860795257e+01
9.115504370198564743e+01,5.685819929295405473e+00,-4.754981312831407791e+01,3.867867448270243358e+01,-2.739169343386598499e+01
8.835226760963270465e+01,6.803665425243569587e+01,-1.253598875742015295e+01,-3.875286934560952939e-02,-3.266331010875342056e+00
7.223623690352609117e+01,-1.086248118869804546e+00,3.640655238458259557e+00,2.179916851253720012e+01,-2.668953573794924594e+01
9.417632461120497567e+01,-5.180753181777939176e+01,4.813680778648535608e+01,-1.301267170045972676e+01,2.426731729730506615e+01
7.857445149993084499e+01,-3.099472098110143747e+01,-4.716819219048095135e+01,2.185239022359924732e+01,-3.023419703138171855e+01
-1.255654787821511498e+01,1.156846225522753713e+02,-2.402110974131708687e+01,3.592304123900303381e+01,1.631765120385262691e+01
8.714925819015881814e+01,6.776270638309485150e+01,-1.026950467551492174e+01,-5.202578902123604632e-01,-3.027019987760174669e+00
8.110679866408310090e+01,-1.045838524485819931e+01,-1.876072938537709689e+01,3.834436022435489377e+01,-2.874904373076576647e+01
9.130253559890302029e+01,2.243080640813082738e+01,-2.962591935340278582e+01,-1.006974930516630629e+01,-2.256592900010094827e+00
8.361888803479496346e+01,-6.533229525391055503e+00,-2.157825286801015707e+01,-1.529406564470502694e+01,-3.620667497244293287e+01
7.841321390762853127e+01,-3.872513334633082227e+00,-2.081787567856749277e+01,4.533871591257568667e+01,-3.391729736949836393e+01
9.807914503810809492e+01,-5.577196632574840862e+01,4.304784246715569651e+01,7.742790775338251663e+00,2.793792169399859304e+01
-5.659488710037716430e+01,-4.739581161168173296e+00,2.100671687123591980e+01,-5.381426944745216900e+01,-4.631091502146630745e+01
6.670201452816276344e+01,-2.881854899280358140e+01,-3.820651165436798635e+01,1.961083145321066112e+01,-1.976132860946027137e+01
8.787203804736992652e+01,-4.923742416139978317e+00,-5.881993058477754666e+00,-5.530066203410974879e+00,1.068723056640685520e+01
9.510839925052981414e+01,7.153936821484897735e+01,-1.653327541013749524e+01,-6.461183590131889254e-01,-3.306014932628530190e+00
6.701396590262768882e+01,-4.847163298456872838e+01,5.209544032351964660e+01,-2.750259143007005580e+00,8.610764701960116341e+00
-4.941601642147054463e+01,3.547953696747310204e+01,5.266237666372035875e+01,8.481716804600781145e+00,-1.631697417134391515e+01
6.497594636261707990e+01,6.163951298840005677e+01,-4.867481814277949681e+00,-3.420239700430195207e+00,-6.768319168191408330e+00
-8.139346061357787221e+01,-1.996915020566178001e+01,9.289762888465823210e+00,-8.157051994946943552e+00,-3.682943744989626822e+01
6.879489540605626985e+01,6.775498645674846898e+01,2.985143060547688076e+00,-2.309952220117494193e+01,3.629294224283814430e+00
8.228516614073699031e+01,5.079114825106758957e+01,-2.603710760289503412e+01,1.595733270921737912e+01,-1.928592871640169903e+01
7.716616213955380488e+01,4.577629140456218693e+01,-1.636428617869412960e+01,5.644318039516729613e+00,-9.784678465689831128e+00
5.426957677538425173e+01,6.129222409933658611e+01,1.129443064873974656e+01,-1.471375104167774595e+01,-1.171539349532426755e+01
9.197439002615170978e+01,6.140757654635499563e+01,-2.069526656197987435e+01,2.149731507765290761e+00,-5.895877683226776078e+00
1.069593530533741585e+02,-7.113671547879083334e+01,4.127976075648879117e+01,9.020023089527212434e+00,4.932331468425334720e+01
8.438734024072958562e+01,-2.366394979836855228e+01,-3.688382344076175201e+01,3.035341611052959365e+01,-3.134837223016039331e+01
-5.797105058463545646e+01,1.292862979817260616e+01,2.471465952960101120e+01,-6.308399557788849421e+00,-1.234176248697792566e+01
7.045518485534576314e+01,-3.508589890938644373e+01,-3.083359823583515080e+01,2.327739844516100476e+01,-7.949105005316519090e+00
8.054461617138385066e+01,-3.041285502611097513e+01,-4.223121194857424854e+01,2.873090664664119132e+01,-2.974141464453884964e+01
7.857483203653347914e+01,-5.925733879585044050e+00,-2.210928680218125919e+01,4.302755100122053022e+01,-3.286512004486403526e+01
7.603417698839577099e+01,-4.302594755220646716e-01,-9.369800257540124022e+00,4.139870258229066025e+01,-3.230979816201762134e+01
-6.048439355775591508e+01,1.085759475705885180e+01,2.488217023822745944e+01,-1.352487579234826676e+01,-1.984428557316616093e+01
8.375996220746355903e+01,-2.222035614635999679e+01,-3.722886408582217399e+01,3.024201042726951627e+01,-3.138304444124525361e+01
9.115504370198567585e+01,5.685819929295443664e+00,-4.754981312831410634e+01,3.867867448270241937e+01,-2.739169343386599564e+01
8.111925601193289026e+01,-1.955226004967343556e+01,-2.871518184400506257e+01,3.211248359842227273e+01,-2.889917787208585409e+01
8.957378302316944030e+01,7.134358076780735303e+01,-7.218771609979230064e+00,-2.202555954948102634e+00,-4.209077478594846156e+00
9.008123344007411504e+01,7.157507222324876750e+01,-7.308469808624813879e+00,-2.390544186552689521e+00,-4.102479386588093746e+00
8.835226760963276149e+01,6.803665425243568166e+01,-1.253598875742016006e+01,-3.875286934560952939e-02,-3.266331010875350049e+00
7.223623690352613380e+01,-1.086248118869785673e+00,3.640655238458257781e+00,2.179916851253717169e+01,-2.668953573794925305e+01
-6.263166236453401581e+01,1.036733829221834391e+01,2.578851063788347986e+01,-9.365045373439732757e+00,-2.748164212670305417e+01
9.417632461120498988e+01,-5.180753181777939176e+01,4.813680778648534186e+01,-1.301267170045972676e+01,2.426731729730508391e+01
7.857445149993084499e+01,-3.099472098110143037e+01,-4.716819219048095846e+01,2.185239022359925443e+01,-3.023419703138172920e+01
8.345825750808725729e+01,-2.087055098896881589e+01,-3.324120799262338011e+01,3.249338995424144372e+01,-3.052126765197094116e+01
8.714925819015883235e+01,6.776270638309489414e+01,-1.026950467551492530e+01,-5.202578902123333737e-01,-3.027019987760199093e+00
8.361888803479494925e+01,-6.533229525391023529e+00,-2.157825286801017128e+01,-1.529406564470501451e+01,-3.620667497244296129e+01
-6.103646575134896324e+01,9.320000142557431033e+00,2.590625780691997804e+01,-7.794175509969430315e+00,-2.261893632323426573e+01
9.393167070594454060e+01,-4.320968669069532098e+01,7.566771854707667444e+00,2.023885407432098660e+01,1.406414740698813581e+01
7.841321390762853127e+01,-3.872513334633135074e+00,-2.081787567856748211e+01,4.533871591257565115e+01,-3.391729736949837815e+01
9.807914503810809492e+01,-5.577196632574840862e+01,4.304784246715569651e+01,7.742790775338251663e+00,2.793792169399861081e+01
6.670201452816276344e+01,-2.881854899280359561e+01,-3.820651165436797214e+01,1.961083145321066112e+01,-1.976132860946027492e+01
